Date/Time,ZONE_F1:Zone Mean Air Temperature [C](Hourly),ZONE_F2:Zone Mean Air Temperature [C](Hourly),ZONE_F3:Zone Mean Air Temperature [C](Hourly) 
 01/14  01:00:00,20.133860251056053,20.99503067130308,20.447025766589345 
 01/14  02:00:00,19.976583542474827,20.856383460942823,20.25508103495281 
 01/14  03:00:00,19.823240249328556,20.711023127186188,20.061992499842372 
 01/14  04:00:00,19.65555252679966,20.551192777155524,19.85657171789629 
 01/14  05:00:00,19.48488697946972,20.38778825930576,19.64840659171901 
 01/14  06:00:00,19.332949090585565,20.23648923181264,19.454675573611766 
 01/14  07:00:00,19.20266123284403,20.09714459068903,19.275928489598968 
 01/14  08:00:00,19.129767180244315,19.991702429743807,19.14971138717668 
 01/14  09:00:00,19.152814724853123,19.938913759077725,19.10646789139998 
 01/14  10:00:00,19.276628608341003,19.94406011055545,19.15470958453758 
 01/14  11:00:00,19.380336474373372,19.937431093650346,19.190273218571537 
 01/14  12:00:00,19.533239556314683,19.975241661944622,19.300256713119424 
 01/14  13:00:00,19.41816871473584,19.858888630397978,19.17777218536711 
 01/14  14:00:00,19.513795038165345,19.896097725312696,19.27471836022766 
 01/14  15:00:00,19.371208613034334,19.767109623139238,19.13838805728195 
 01/14  16:00:00,19.23653025753255,19.671593536232542,19.045334572926066 
 01/14  17:00:00,19.046450604709328,19.525332974819705,18.879666598604576 
 01/14  18:00:00,18.79934038328889,19.35228935674679,18.667273618902396 
 01/14  19:00:00,18.575708216440496,19.186026026112756,18.46108739467529 
 01/14  20:00:00,18.429308870486537,19.056561141183124,18.306281643048976 
 01/14  21:00:00,18.309392660617355,18.93631742852346,18.161838817079584 
 01/14  22:00:00,18.205331869609118,18.82311095188865,18.025347051280217 
 01/14  23:00:00,18.101648815100965,18.70818769855041,17.887337352398234 
 01/14  24:00:00,18.0053184515783,18.597758297552403,17.75566120173662 
 01/15  01:00:00,17.910457663100555,18.48724234851152,17.625915082813272 
 01/15  02:00:00,17.81583408005369,18.37679138540965,17.498600300212814 
 01/15  03:00:00,17.724874757512108,18.26879558307732,17.375889433833894 
 01/15  04:00:00,17.6308995401386,18.158652606965887,17.252364674842262 
 01/15  05:00:00,17.539038783431927,18.05027780781341,17.132383183046407 
 01/15  06:00:00,17.44844925699807,17.942744448891307,17.01487202001028 
 01/15  07:00:00,17.358803270726295,17.83586638529537,16.89947161597225 
 01/15  08:00:00,17.3237688246135,17.763692590307677,16.83467830493504 
 01/15  09:00:00,17.928737719047138,18.181099198051086,17.32081623892753 
 01/15  10:00:00,18.578621706015475,18.530112720090216,17.776770502222014 
 01/15  11:00:00,18.79701988731317,18.615082071000234,17.94763539138981 
 01/15  12:00:00,18.960020879808084,18.710788329064517,18.142312591073264 
 01/15  13:00:00,19.10591430876014,18.809802492467806,18.35482405666918 
 01/15  14:00:00,19.27359214280937,18.938952128264503,18.622915495373128 
 01/15  15:00:00,19.499963326276127,19.106194142045965,18.965785936182648 
 01/15  16:00:00,19.528683303169245,19.137193393580436,19.05594708270902 
 01/15  17:00:00,19.365159034162275,19.06687559123058,18.931008180745486 
 01/15  18:00:00,19.204712398990893,18.998691517185804,18.807117648472364 
 01/15  19:00:00,19.045888836425327,18.913873232615085,18.664400992253476 
 01/15  20:00:00,18.9835064985127,18.884872225426303,18.609222877020468 
 01/15  21:00:00,18.93725116510727,18.858569727963072,18.55864610676535 
 01/15  22:00:00,18.912366533942723,18.84599598480254,18.521202656870738 
 01/15  23:00:00,18.37882034490385,18.391260987612505,17.984168374886607 
 01/15  24:00:00,17.97139302402042,18.144179863284105,17.681946456780217 
 01/16  01:00:00,17.878442210680696,18.089661631086543,17.59514674657956 
 01/16  02:00:00,17.816556065266195,18.035242038306585,17.51919362694253 
 01/16  03:00:00,17.75851615350093,17.97779803009317,17.445254820143564 
 01/16  04:00:00,17.702230391450183,17.9189371936041,17.37373721858039 
 01/16  05:00:00,17.647691708366867,17.860268618568185,17.30352378113108 
 01/16  06:00:00,17.594383758190418,17.801794395741602,17.234589194642545 
 01/16  07:00:00,17.535575243566747,17.738721020134648,17.161734582035738 
 01/16  08:00:00,17.582220281619477,17.742945919780283,17.188993753321586 
 01/16  09:00:00,18.35251761439367,18.29930261162004,17.881478966572715 
 01/16  10:00:00,19.00124704459586,18.704706827855873,18.527530965560295 
 01/16  11:00:00,19.332987216344016,18.90516366153544,18.93195219843998 
 01/16  12:00:00,19.56187218289149,19.068987365752335,19.24565628386769 
 01/16  13:00:00,19.753969949772454,19.225450307698548,19.517271436745496 
